,state_name:,county:,5/16,5/17
2470,MN,Unassigned,28,28
2471,CA,Tehama,2,2
2472,MO,Clark,1,1
2473,MO,Saline,247,247
2474,NE,Cherry,1,1
2475,WI,Manitowoc,21,21
2476,FL,Dixie,22,22
2477,PA,Sullivan,2,2
2478,IN,Martin,7,7
2479,NM,Catron,2,2
2480,IN,Daviess,61,61
2481,IN,Union,8,8
2482,OK,Tillman,22,22
2483,IA,Howard,12,12
2484,IA,Grundy,17,17
2485,IA,Lee,18,18
2486,OH,Adams,8,8
2487,TX,Hutchinson,25,25
2488,TX,Mason,31,31
2489,KS,Greenwood,3,3
2490,KS,Jewell,4,4
2491,KS,Miami,6,6
2492,MN,McLeod,16,16
2493,MN,Polk,55,55
2494,MT,Beaverhead,1,1
2495,VA,Charlotte,11,11
2496,VA,Clarke,19,19
2497,VA,Staunton,33,34
2498,IL,Jasper,46,46
2499,IL,Lee,74,74
2500,IL,Mason,16,16
2501,IL,Pike,1,1
2502,TN,Stewart,7,"""U2FsdGVkX18voD4ebENWGJ5N7yZV/gsgG6vjCV2oNmg="""
2503,MO,Worth,2,2
2504,FL,Jefferson,28,28
2505,KY,Meade,20,20
2506,KY,Clinton,3,3
2507,KY,Bath,7,7
2508,KY,Russell,23,23
2509,KY,Ohio,113,113
2510,WI,Shawano,31,31
2511,GA,Wayne,14,14
2512,CO,Ouray,7,7
2513,NM,Lincoln,3,3
2514,NM,Los Alamos,6,6
2515,ID,Caribou,1,"""U2FsdGVkX18rv8wfcvRCBTrU60GFMl5xgqv55xQBGog="""
2516,NN,Socorro(NM),26,26
2517,AL,Perry,20,20
2518,IL,Jefferson,98,98
2519,MO,Phelps,2,2
2520,VA,Appomattox,23,23
2521,VA,Bath,0,0
2522,VA,Bland,0,0
2523,VA,Buchanan,16,16
2524,VA,Colonial Heights,76,76
2525,VA,Dickenson,0,0
2526,VA,Dinwiddie,36,36
2527,VA,Essex,31,31
2528,VA,Falls Church,42,44
2529,VA,Rappahannock,12,12
2530,VA,Floyd,4,4
2531,VA,Giles,5,5
2532,VA,Grayson,20,21
2533,VA,Highland,2,2
2534,VA,Lunenburg,7,7
2535,VA,Martinsville,4,5
2536,VA,Middlesex,12,12
2537,VA,Norton,2,2
2538,VA,Patrick,6,6
2539,VA,Russell,8,8
2540,MO,Gentry,2,2
2541,AR,Yell,13,13
2542,AR,Phillips,4,4
2543,MS,Stone,24,24
2544,ND,Emmons,1,1
2545,PA,Fulton,11,11
2546,MN,Houston,2,2
2547,MN,Pipestone,9,9
2548,IN,Vermillion,7,7
2549,OK,Mcintosh,10,10
2550,GA,Crawford,19,19
2551,NE,Seward,24,24
2552,NE,Phelps,13,13
2553,KS,Geary,14,14
2554,KS,Wabaunsee,28,28
2555,IA,Clarke,14,14
2556,IA,Hamilton,11,11
2557,MI,Benzie,4,4
2558,MI,Ontonagon,0,0
2559,WI,Florence,2,2
2560,OH,Monroe,53,53
2561,OH,Unassigned,0,0
2562,IA,Marion,20,20
2563,IL,Boone,282,282
2564,IL,Calhoun,1,1
2565,IL,Gallatin,2,2
2566,TN,Henderson,12,"""U2FsdGVkX19mQ+a8uQA1DOhY0V2T5jUBO69y8pjOboA="""
2567,OR,Sherman,1,1
2568,WY,Crook,5,5
2569,AR,Dallas,1,1
2570,CA,Lake,8,8
2571,KS,Republic,4,4
2572,NC,Richmond,112,112
2573,TX,Pecos,20,20
2574,IN,Unassigned,0,0
2575,WV,Lewis,4,4
2576,WV,Taylor,8,8
2577,NE,Logan,0,0
2578,MS,Greene,7,7
2579,IA,Chickasaw,7,7
2580,OK,Jefferson,3,3
2581,IA,Franklin,7,7
2582,IA,Winnebago,6,6
2583,LA,West Carroll,12,12
2584,MN,Murray,31,31
2585,TX,Hansford,16,16
2586,MN,Redwood,3,3
2587,TX,Crosby,2,2
2588,TX,Dallam,20,20
2589,TX,Zapata,7,7
2590,FL,Hamilton,144,144
2591,GA,Brantley,38,38
2592,GA,Treutlen,8,8
2593,KS,Morton,4,4
2594,OH,Scioto,14,14
2595,OH,Putnam,80,80
2596,OH,Paulding,11,11
2597,OH,Morgan,5,5
2598,NE,Cheyenne,8,8
2599,NE,Custer,29,29
2600,NE,Stanton,15,15
2601,MO,Linn,5,5
2602,MO,Madison,3,3
2603,WI,Waushara,5,5
2604,WI,Kewaunee,30,30
2605,MO,Dallas,2,2
2606,TN,Crockett,13,"""U2FsdGVkX1/drHFwwqMZR/RDdm50SX/GTuZ6v4SxwmU="""
2607,TN,Hancock,0,"""U2FsdGVkX1+fOdDwE8iO1+TRFiqfQDBB2yrxRZ1Bx0c="""
2608,TN,Lake,401,"""U2FsdGVkX1/F/e00vwUXmNqIMBdEV8nl/IFG05Qmmp4="""
2609,TN,Moore,3,"""U2FsdGVkX1+hGEHARNYa9lw974B5gVhBKT3ggd51WEI="""
2610,TN,Van Buren,3,"""U2FsdGVkX1/xct5tWE34hYSz0FhffaTej7Sxm5SJfkE="""
2611,IL,Wabash,1,1
2612,OR,Curry,4,4
2613,KY,Leslie,6,6
2614,TX,Hamilton,7,7
2615,AR,Logan,4,4
2616,AR,Franklin,2,2
2617,AR,Izard,13,13
2618,AR,Clay,3,3
2619,GA,Atkinson,20,20
2620,GA,Echols,15,15
2621,IL,Lawrence,4,4
2622,IN,Pulaski,34,34
2623,TX,Callahan,8,8
2624,FL,Taylor,3,3
2625,NC,Jones,21,21
2626,VA,Craig,4,4
2627,ND,Bowman,1,1
2628,SD,Unassigned,0,0
2629,PA,Elk,6,6
2630,PA,Jefferson,7,7
2631,TX,Knox,1,1
2632,TX,Mitchell,1,1
2633,MN,Swift,12,12
2634,LA,Cameron,3,3
2635,WY,Platte,0,0
2636,GA,Hancock,149,149
2637,PA,Unassigned,0,0
2638,VT,Grand Isle,4,4
2639,OH,Meigs,3,3
2640,WV,Brooke,3,3
2641,WV,Fayette,38,38
2642,WV,Nicholas,9,9
2643,WV,Tyler,3,3
2644,WV,Wyoming,2,2
2645,KS,Barber,1,1
2646,KS,Scott,10,10
2647,KS,Seward,758,758
2648,OK,Beaver,23,23
2649,OK,Dewey,2,2
2650,OK,Marshall,4,4
2651,WI,Lafayette,16,16
2652,TX,Floyd,4,4
2653,TX,McCulloch,3,3
2654,AK,Bethel,1,1
2655,WV,McDowell,6,6
2656,MO,Howard,3,3
2657,MO,Oregon,2,2
2658,MO,Polk,2,2
2659,MO,Scotland,4,4
2660,MI,Mason,25,25
2661,FL,Gilchrist,7,7
2662,IA,Greene,13,13
2663,IA,Buena Vista,82,82
2664,IL,Shelby,13,13
2665,IL,Coles,73,73
2666,IL,Richland,3,3
2667,ID,Power,3,"""U2FsdGVkX18mfQlGCIHVdkjY4qWYqJrKByJnbnM6iU0="""
2668,Military,Air Force,997,997
2669,NE,Johnson,6,6
2670,Military,Unassigned,2920,2920
2671,KS,Rooks,6,6
2672,NN,Bernalillo(NM),3,3
2673,MS,Unassigned,0,0
2674,WV,Unassigned,0,0
2675,WV,Boone,9,9
2676,WV,Braxton,2,2
2677,ND,Stutsman,16,16
2678,WV,Hampshire,12,12
2679,TX,Bandera,6,6
2680,MN,Roseau,1,1
2681,SD,Oglala Lakota,9,9
2682,OK,Unassigned,0,0
2683,TX,Dickens,1,1
2684,TX,Frio,35,35
2685,TX,Jones,112,112
2686,MT,Richland,3,3
2687,OH,Henry,10,10
2688,OH,Jackson,11,11
2689,IA,Worth,3,3
2690,Military,Navy,2804,2804
2691,IL,Hancock,12,12
2692,IL,Stark,1,1
2693,AK,Unassigned,1,1
2694,MO,Washington,9,9
2695,FL,Lafayette,6,6
2696,TX,Madison,8,8
2697,TX,Bee,6,6
2698,TX,Rains,2,2
2699,AR,Madison,1,1
2700,KY,Todd,17,17
2701,KY,Jackson,57,57
2702,KY,Monroe,6,6
2703,KY,Ballard,10,10
2704,KY,Green,1,1
2705,KY,Hart,15,15
2706,KY,Letcher,5,5
2707,KY,Whitley,12,12
2708,TX,Howard,6,6
2709,VT,Essex,2,2
2710,ND,Richland,9,9
2711,MS,Jefferson Davis,68,68
2712,MT,Stillwater,1,1
2713,NV,Lincoln,2,"""U2FsdGVkX19aVjPq7ypLE+9j5c+EznHBMzJRjJRWmQw="""
2714,SD,Corson,3,3
2715,SD,Jerauld,6,6
2716,TX,Delta,1,1
2717,TX,Jack,4,4
2718,NE,Burt,5,5
2719,NE,Polk,9,9
2720,WI,Sawyer,4,4
2721,WV,Wayne,96,96
2722,CO,Prowers,10,10
2723,CO,Gilpin,4,4
2724,WY,Niobrara,2,2
2725,IL,Pulaski,40,40
2726,IL,Schuyler,7,7
2727,NM,Colfax,5,5
2728,MN,Pine,83,83
2729,TX,Scurry,2,2
2730,KS,Ellis,8,8
2731,MO,St. Clair,2,2
2732,MO,Vernon,5,5
2733,VA,Unassigned,0,0
2734,IN,Perry,19,19
2735,IA,Osceola,26,26
2736,IA,Union,2,2
2737,OK,Okfuskee,2,2
2738,MN,Nobles,1353,1353
2739,TX,Concho,1,1
2740,ND,Sargent,3,3
2741,TX,Cooke,13,13
2742,MT,Big Horn,8,8
2743,TX,Stephens,2,2
2744,TX,Winkler,3,3
2745,SD,Miner,1,1
2746,MT,Unassigned,0,0
2747,NE,Webster,5,5
2748,MI,Federal Correctional Institution (FCI),116,116
2749,MI,Menominee,8,8
2750,IL,Fulton,7,7
2751,IL,Greene,4,4
2752,WI,Polk,6,6
2753,DE,Unassigned,46,46
2754,WV,Monroe,6,6
2755,NM,Hidalgo,0,0
2756,NM,Luna,8,8
2757,AR,Marion,1,1
2758,FL,Liberty,199,199
2759,NE,Franklin,5,5
2760,NE,Cedar,6,6
2761,NE,Clay,17,17
2762,NE,Unassigned,165,165
2763,WA,Pacific,9,9
2764,MT,Golden Valley,3,3
2765,TX,Dimmit,1,1
2766,LA,Tensas,5,5
2767,SD,Sanborn,5,5
2768,OH,Hocking,59,59
2769,OH,Noble,5,5
2770,KS,Hamilton,9,9
2771,KS,Phillips,2,2
2772,NE,Wayne,4,4
2773,NE,Box Butte,1,1
2774,MI,Alpena,91,91
2775,NE,Pierce,1,1
2776,MI,Lake,3,3
2777,AK,Prince of Wales-Hyder,2,2
2778,IL,McDonough,61,61
2779,IL,Perry,38,38
2780,IL,Warren,106,106
2781,WI,Price,1,1
2782,MO,Andrew,14,14
2783,MO,Iron,2,2
2784,WY,Hot Springs,6,6
2785,WY,unassigned,0,0
2786,NM,Quay,5,5
2787,OR,Unassigned,0,0
2788,GA,Montgomery,8,8
2789,IN,Pike,5,5
2790,SD,Walworth,5,5
2791,SD,Sully,1,1
2792,NE,Dakota,1454,1454
2793,SD,Brule,0,0
2794,MN,Becker,33,33
2795,MN,Red Lake,3,3
2796,MN,Rock,20,20
2797,MN,Todd,52,52
2798,WV,Summers,1,1
2799,AL,Geneva,20,20
2800,UT,Unassigned,0,0
2801,WY,Big Horn,3,3
2802,KS,Kearny,36,36
2803,KS,Stanton,9,9
2804,KY,Fleming,1,1
2805,KY,Floyd,16,16
2806,KY,Gallatin,2,2
2807,KY,Knott,4,4
2808,KY,Knox,8,8
2809,KY,Lincoln,7,7
2810,KY,Rowan,6,6
2811,KY,Trimble,3,3
2812,WV,Grant,6,6
2813,WV,Mingo,4,4
2814,GA,Evans,4,4
2815,TX,Motley,1,1
2816,Military,Army,1172,1172
2817,Military,Marine Corps,481,481
2818,ID,Boundary,0,"""U2FsdGVkX1+M9WRtk2IV8vLSHLLqG+RWKSleY9y+GA4="""
2819,SD,Hyde,1,1
2820,OK,Alfalfa,1,1
2821,IA,Cass,1,1
2822,OR,Coos,30,30
2823,IL,Johnson,7,7
2824,MI,Montmorency,5,5
2825,WI,Green Lake,10,10
2826,NC,Tyrrell,4,4
2827,GA,Non-Georgia Resident,1557,1599
2828,NN,Sandoval(NM),21,21
2829,NN,Unassigned,245,245
2830,AR,Jackson,1,1
2831,KY,Trigg,9,9
2832,KY,Owsley,2,2
2833,KY,Morgan,1,1
2834,OK,Johnston,3,3
2835,TX,Armstrong,2,2
2836,TX,Duval,5,5
2837,TX,Wilbarger,5,5
2838,OR,Jefferson,24,24
2839,IL,Clay,2,2
2840,KS,Dickinson,2,2
2841,KS,Smith,2,2
2842,KY,Casey,2,2
2843,KY,Garrard,4,4
2844,KY,Livingston,7,7
2845,WV,Lincoln,5,5
2846,NE,Saline,413,413
2847,MT,Pondera,2,2
2848,TX,Bosque,6,6
2849,TX,Freestone,7,7
2850,MN,Norman,11,11
2851,MI,Alcona,6,6
2852,IL,Union,122,122
2853,AK,Nome,1,1
2854,NE,Morrill,10,10
2855,TX,Marion,15,15
2856,MO,Holt,1,1
2857,NV,Churchill,5,"""U2FsdGVkX19fKgl/bd8OSjvIVZS8l0ohZLunf5tJDSg="""
2858,SD,Moody,17,17
2859,TX,La Salle,4,4
2860,TX,Red River,35,35
2861,TX,Roberts,2,2
2862,TX,Sabine,3,3
2863,OH,Harrison,9,9
2864,AL,Unassigned,0,0
2865,WI,Washburn,1,1
2866,AK,Kodiak Island,1,1
2867,KS,Sherman,6,6
2868,BOP,Inmates,2286,2286
2869,BOP,Staff,283,283
2870,NE,Nance,4,4
2871,NE,Howard,35,35
2872,MO,Miller,4,4
2873,MI,Baraga,1,1
2874,MO,Daviess,3,3
2875,MN,Mille Lacs,9,9
2876,IL,Alexander,8,8
2877,KS,Chase,3,3
2878,IL,Henderson,8,8
2879,MN,Aitkin,3,3
2880,TX,Sherman,23,23
2881,TX,Zavala,9,9
2882,KS,Wilson,1,1
2883,UT,Bear River,87,87
2884,UT,Southwest Utah,209,209
2885,UT,Southeast Utah,14,14
2886,UT,TriCounty,19,19
2887,NE,Butler,29,29
2888,NE,Red Willow,5,5
2889,TX,Houston,76,76
2890,IL,Wayne,8,8
2891,MN,Kittson,1,1
2892,SD,Day,10,10
2893,IL,Hamilton,2,2
2894,NM,Guadalupe,19,19
2895,NE,Furnas,5,5
2896,OK,Haskell,5,5
2897,OK,Woods,3,3
2898,OK,Harper,1,1
2899,OK,Murray,2,2
2900,TX,Carson,3,3
2901,TX,Childress,2,2
2902,TX,Hartley,9,9
2903,NC,Unassigned,0,0
2904,ME,Piscataquis,1,1
2905,MN,Marshall,8,8
2906,MN,Morrison,24,24
2907,KS,Gray,12,12
2908,TX,Parmer,25,25
2909,TX,Yoakum,2,2
2910,ND,Nelson,1,1
2911,NH,Countytba,0,0
2912,KY,Clay,2,2
2913,KY,Fulton,1,1
2914,NE,Thurston,19,19
2915,KS,Haskell,16,16
2916,Veteran Affair,VA Hospitals,12025,12040
2917,KS,Sheridan,2,2
2918,MN,Chippewa,28,28
2919,KS,Edwards,4,4
2920,NE,Dixon,26,26
2921,IL,Cass,63,63
2922,IL,White,2,2
2923,IA,Cherokee,9,9
2924,MO,Marion,5,5
2925,MO,Lewis,7,7
2926,MO,Audrain,2,2
2927,MD,Unassigned,0,0
2928,IA,Humboldt,7,7
2929,MN,Pennington,1,1
2930,OK,Cimarron,1,1
2931,IL,Hardin,1,1
2932,WA,Benton and Franklin,1337,1337
2933,ND,Wells,2,2
2934,TX,Brooks,1,1
2935,TX,Wheeler,14,14
2936,KY,Hickman,5,5
2937,MO,Carroll,7,7
2938,MO,Mississippi,49,49
2939,NV,Mineral,4,"""U2FsdGVkX18Y/48aOr7enC75aJpwaAqQUwYcIMjUufE="""
2940,NV,Lander,19,"""U2FsdGVkX1/6ubHgyb1mrzd8lcJna5GtNTOMu3oUIsg="""
2941,NE,Fillmore,4,4
2942,TX,Cochran,1,1
2943,TX,Jim Hogg,4,4
2944,KS,Clark,20,20
2945,KS,Kiowa,2,2
2946,KS,Rice,4,4
2947,NV,Storey,1,"""U2FsdGVkX19I26L4sGbfgRdmPZlDgxqfYQyZ4jGz+cE="""
2948,NV,Eureka,0,"""U2FsdGVkX18IsqVM+qRPgLgQGzXFYePournFRarApQM="""
2949,NV,Pershing,0,"""U2FsdGVkX1/Av0/PFwRGpdbugrTbQ9S7XI/DQFkNTfE="""
2950,AR,Montgomery,1,1
2951,KY,Carlisle,3,3
2952,NM,Harding,1,1
2953,NE,Sherman,2,2
2954,NE,Greeley,2,2
2955,AR,Fulton,3,3
2956,KS,Meade,22,22
2957,MT,Wheatland,1,1
2958,TX,Nolan,2,2
2959,TX,Ochiltree,40,40
2960,SD,Stanley,9,9
2961,KS,Grant,14,14
2962,OK,Washita,1,1
2963,WI,Vernon,10,10
2964,TX,Coleman,2,2
2965,SD,McPherson,1,1
2966,ND,Pembina,6,6
2967,NC,Hyde,1,1
2968,NC,Madison,1,1
2969,NM,Union,3,3
2970,ID,Lemhi,1,"""U2FsdGVkX19XNlbSlBgGHIpcKB4DLzUnlaive8p1Ix8="""
2971,NE,Dawes,2,2
2972,NE,Arthur,0,0
2973,CO,San Juan,1,1
2974,WV,Gilmer,8,8
2975,ND,Ransom,3,3
2976,SD,Hand,1,1
2977,IA,Emmet,1,1
2978,AK,Sitka,1,1
2979,NE,Jefferson,6,6
2980,KS,Nemaha,1,1
2981,OK,Pushmataha,1,1
2982,IA,Pocahontas,3,3
2983,TX,Cottle,4,4
2984,WV,Pocahontas,4,4
2985,NC,Camden,2,2
2986,NE,Valley,3,3
2987,SD,Douglas,1,1
2988,MN,Wadena,4,4
2989,NC,Graham,2,2
2990,OH,Vinton,16,16
2991,KS,Cheyenne,2,2
2992,TX,Runnels,2,2
2993,KY,Owen,1,1
2994,KY,Metcalfe,3,3
2995,SD,Buffalo,1,1
2996,CA,Mariposa,15,15
2997,OR,Harney,1,1
2998,NC,Swain,6,6
2999,KS,Elk,0,0
3000,IA,Davis,13,13
3001,TX,Lipscomb,2,2
3002,NM,Sierra,1,1
3003,MT,Fergus,0,0
3004,KS,Harper,1,1
3005,KS,Washington,0,0
3006,NE,Frontier,1,1
3007,NE,Hitchcock,1,1
3008,TX,Garza,4,4
3009,TX,Glasscock,1,1
3010,ND,Renville,1,1
3011,IA,Calhoun,1,1
3012,IA,Decatur,0,0
3013,IA,Floyd,11,11
3014,IA,Sac,4,4
3015,IA,Wayne,1,1
3016,MN,Kanabec,9,9
3017,KS,Norton,2,2
3018,TX,Brewster,1,1
3019,SD,Dewey,0,0
3020,IL,Brown,10,10
3021,WI,Lincoln,3,3
3022,MN,Grant,2,2
3023,TX,Briscoe,1,1
3024,NE,Hooker,0,0
3025,NE,Keith,2,2
3026,GA,Taliaferro,1,1
3027,NC,Yancey,8,8
3028,IA,Monroe,19,19
3029,NE,Holt,1,1
3030,WV,Ritchie,1,1
3031,KS,Brown,3,3
3032,OK,Blaine,3,3
3033,TX,Refugio,3,3
3034,IL,Out of state,83,83
3035,NM,De Baca,0,0
3036,NE,Boone,3,3
3037,NE,Mcpherson,0,0
3038,NY,Allegany,44,"""U2FsdGVkX1+ke0wzHJzGdEdqiF4+vBlw4wSrA8kir+8="""
3039,MN,Pope,5,5
3040,KS,Ellsworth,2,2
3041,MO,Sullivan,34,34
3042,MO,Lawrence,7,7
3043,TX,Bailey,6,6
3044,TX,Coke,1,1
3045,TX,Collingsworth,4,4
3046,SD,Grant,9,9
3047,SD,Ziebach,1,1
3048,WI,Forest,7,7
3049,OR,Baker,1,1
3050,NE,Thomas,1,1
3051,MN,Lake,1,1
3052,ND,Benson,1,1
3053,ND,Traill,1,1
3054,TX,Shackelford,1,1
3055,GA,Glascock,1,1
3056,KY,Harlan,1,1
3057,CO,Cheyenne,5,5
3058,CO,Conejos,1,1
3059,WV,Clay,2,2
3060,IA,Fremont,3,3
3061,IA,Palo Alto,2,2
3062,TX,Kimble,1,1
3063,IL,Pope,1,1
3064,MO,Laclede,3,3
3065,CA,Trinity,1,1
3066,TN,Pickett,1,"""U2FsdGVkX1/VTbgiiqt7Dtq7cfydgD1uZk+X+mmmKIs="""
3067,CO,Bent,1,1
3068,IA,Ida,3,3
3069,TX,Mills,1,1
3070,IL,Edwards,2,2
3071,NE,Richardson,1,1
3072,NC,Henderon,1,1
3073,SD,Tripp,2,2
3074,WI,Burnett,1,1
3075,KS,Wichita,1,1
3076,IL,Edgar,0,0
3077,TX,Archer,1,1
3078,NE,Thayer,0,0
3079,TX,Fisher,1,1
3080,TX,Haskell,1,1
3081,KY,Magoffin,1,1
3082,IL,Putnam,2,2
3083,NE,Nuckolls,1,1
3084,AR,Little River,1,1
3085,WV,Calhoun,1,1
3086,AB,Calgary,90,90
3087,AB,Central,1,1
3088,AB,Edmonton,12,12
3089,AB,North,15,15
3090,AB,Unassigned,0,0
3091,BC,Fraser Region,52,52
3092,BC,Vancouver Island Region,5,5
3093,BC,Unassigned,0,0
3094,BC,Vancouver Coastal Health Region,82,82
3095,Diamond Princess,Unassigned,1,1
3096,MB,Unassigned,7,7
3097,NS,Unassigned,55,55
3098,ON,Durham,155,155
3099,ON,Halton,25,25
3100,ON,Peel Region,224,224
3101,ON,Unassigned,0,0
3102,ON,Waterloo,111,111
3103,QC,Abitibi-Temiscamingue,3,3
3104,QC,Bas-Saint-Laurent,2,2
3105,QC,Capitale Nationale,84,84
3106,QC,Chaudiere-Appalaches,8,8
3107,QC,Estrie,26,26
3108,QC,Gaspesie-Iles-de-la-Madeleine,8,8
3109,QC,Lanaudiere,141,141
3110,QC,Laurentides,81,81
3111,QC,Laval,448,448
3112,QC,Mauricie - Centre du Quebec,136,136
3113,QC,Monteregie,277,277
3114,QC,Montreal,2234,2234
3115,QC,Saguenay-Lac-Saint-Jean,26,26
3116,QC,Unassigned,0,0
3117,SK,Unassigned,0,0
3118,BC,Interior Region,2,2
3119,SK,North,1,1
3120,SK,Central,1,1
3121,SK,Saskatoon,2,2
3122,SK,Regina,1,1
3123,ON,Toronto,672,672
3124,ON,Brant,3,3
3125,ON,Chatham-Kent,1,1
3126,ON,Grey Bruce,0,0
3127,ON,Haldimand-Norfolk,34,34
3128,ON,Hamilton,27,27
3129,ON,Huron Perth*,7,7
3130,ON,Lambton,19,19
3131,ON,"Leeds, Grenville & Lanark*",48,48
3132,ON,Middlesex-London,47,47
3133,ON,Niagara,56,56
3134,ON,Ottawa,194,194
3135,ON,Peterborough,4,4
3136,ON,Porcupine,6,6
3137,ON,Renfrew Region County & Districts,1,1
3138,ON,Simcoe-Muskoka*,34,34
3139,ON,Southwestern,4,4
3140,ON,Public Health Sudbury & Districts*,2,2
3141,ON,Wellington-Dufferin-Guelph,33,33
3142,ON,Windsor Essex,63,63
3143,ON,York,152,152
3144,QC,Outaouais,10,10
3145,ON,Haliburton-Kawartha Lakes-Pineridge,33,33
3146,ON,Timiskaming,2,2
3147,NL,Eastern,3,3
3148,AB,South,8,8
3149,BC,Northern Region,0,0
3150,NB,Unassigned,0,0
3151,NT,Northwest Territories,0,0
3152,SK,Far North,2,2
3153,QC,Terres-Cries-de-la-Baie-James,0,0
3154,QC,Cote-Nord,0,0
3155,QC,Nunavik,0,0
3156,QC,Nord-du-Quebec,0,0
3157,ON,Eastern Ontario,10,10
3158,ON,Algoma,0,0
3159,ON,Hastings-Prince Edward*,5,5
3160,SK,South,0,0
3161,YT,Unassigned,0,0
3162,ON,"Kingston,\xa0Frontenac-Lennox & Addington",0,0
3163,ON,North Bay-Nipissing-Parry Sound*,1,1
3164,ON,Northwestern*,0,0
3165,ON,Thunder Bay,3,3
3166,PE,Unassigned,0,0
3167,NU,Unassigned,0,0
3168,Grand Princess/Repatriations,Canadian Forces Base Trenton,0,0
3169,Grand Princess/Repatriations,Grand Princess,0,0
3170,Grand Princess/Repatriations,Mississauga,0,0
3171,AK,Unassigned,19,19
3172,AR,Benton,116,116
3173,AR,Clark,32,32
3174,AR,Cleburne,68,68
3175,AR,Cleveland,12,12
3176,AR,Columbia,11,11
3177,AR,Conway,12,12
3178,AR,Craighead,86,86
3179,AR,Crawford,5,5
3180,AR,Crittenden,192,192
3181,AR,Cross,25,25
3182,AR,Dallas,1,1
3183,AR,Drew,16,16
3184,AR,Faulkner,78,78
3185,AR,Garland,116,116
3186,AR,Grant,15,15
3187,AR,Greene,21,21
3188,AR,Hempstead,6,6
3189,AR,Howard,14,14
3190,AR,Independence,16,16
3191,AR,Izard,10,10
3192,AR,Jefferson,187,187
3193,AR,Johnson,32,32
3194,AR,Lafayette,8,8
3195,AR,Lincoln,858,858
3196,AR,Lonoke,42,42
3197,AR,Miller,36,36
3198,AR,Mississippi,28,28
3199,AR,Nevada,3,3
3200,AR,Newton,3,3
3201,AR,Ouachita,6,6
3202,AR,Perry,7,7
3203,AR,Pike,3,3
3204,AR,Poinsett,22,22
3205,AR,Polk,7,7
3206,AR,Pope,45,45
3207,AR,Prairie,2,2
3208,AR,Pulaski,553,553
3209,AR,Randolph,21,21
3210,AR,Saline,71,71
3211,AR,Searcy,6,6
3212,AR,Sebastian,14,14
3213,AR,Sevier,15,15
3214,AR,St. Francis,128,128
3215,AR,Stone,8,8
3216,AR,Union,66,66
3217,AR,Van Buren,26,26
3218,AR,Washington,96,96
3219,AR,White,33,33
3220,AZ,Maricopa,1,1
3221,AZ,Pima,1,1
3222,AZ,Pinal,1,1
3223,CA,Alpine,1,1
3224,CA,Amador,8,8
3225,CA,Calaveras,13,13
3226,CA,El Dorado,50,50
3227,CA,Fresno,365,365
3228,CA,Glenn,2,2
3229,CA,Humboldt,53,53
3230,CA,Imperial,332,332
3231,CA,Madera,45,45
3232,CA,Mendocino,12,12
3233,CA,Merced,120,120
3234,CA,Monterey,153,153
3235,CA,Riverside,3430,3430
3236,CA,San Benito,53,53
3237,CA,Santa Barbara,489,489
3238,CA,Santa Clara,1,1
3239,CA,Santa Cruz,120,120
3240,CA,Shasta,6,6
3241,CA,Siskiyou,5,5
3242,CA,Solano,343,343
3243,CA,Sonoma,200,200
3244,CA,Stanislaus,391,391
3245,CA,Tulare,342,342
3246,CA,Ventura,488,488
3247,DC,District of Columbia,998,998
3248,DE,Unassigned,1,1
3249,GU,Guam,128,128
3250,HI,Unassigned,0,0
3251,IA,Unassigned,6924,6924
3252,IA,Woodbury,3,3
3253,IL,Champaign,173,173
3254,IL,Clinton,41,41
3255,IL,Cook,2,2
3256,IL,De Witt,1,1
3257,IL,Jackson,14,14
3258,IL,Kendall,248,248
3259,IL,LaSalle,49,49
3260,IL,Madison,224,224
3261,IL,McLean,101,101
3262,IL,Peoria,106,106
3263,IL,Randolph,129,129
3264,IL,Sangamon,114,114
3265,IL,Washington,2,2
3266,IN,Franklin,81,81
3267,IN,Porter,231,231
3268,KS,Lyon,294,294
3269,KS,Shawnee,138,138
3270,KY,Daviess,39,39
3271,KY,Hancock,1,1
3272,KY,Henderson,10,10
3273,KY,McLean,2,2
3274,KY,Montgomery,1,1
3275,KY,Ohio,2,2
3276,KY,Unassigned,2550,2550
3277,KY,Union,2,2
3278,MA,Middlesex,3564,3564
3279,MA,Suffolk,6198,6198
3280,MA,Unassigned,0,0
3281,MA,Worcester,303,303
3282,MD,Frederick,52,52
3283,MD,Montgomery,3,3
3284,MD,Unassigned,2751,2751
3285,ME,Androscoggin,62,62
3286,ME,Cumberland,447,447
3287,ME,Franklin,24,24
3288,ME,Kennebec,81,81
3289,ME,Knox,16,16
3290,ME,Lincoln,12,12
3291,ME,Oxford,16,16
3292,ME,Penobscot,79,79
3293,ME,Sagadahoc,16,16
3294,ME,Somerset,14,14
3295,ME,Waldo,34,34
3296,ME,York,195,195
3297,MI,Barry,1,1
3298,MI,Eaton,24,24
3299,MI,Washtenaw,69,69
3300,Military,Air Force,465,465
3301,Military,Navy,1277,1277
3302,Military,Unassigned,2208,2208
3303,MN,Unassigned,10271,10271
3304,MO,Boone,91,91
3305,MO,Cole,37,37
3306,MO,Greene,80,80
3307,MO,Jackson,2,2
3308,MO,Lafayette,28,28
3309,MO,Moniteau,4,4
3310,MO,Platte,13,13
3311,MT,Unassigned,431,431
3312,NC,Beaufort,13,13
3313,NC,Brunswick,32,32
