,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268
2020-02-29,,,,,,,,,,,,,,,,,,,,,,,,2791.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,,,,21.0,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2872.0,,,,,,,,,,,,,,,,,,,,,,,,,2791.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,,,,21.0,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2872.0,,
2020-03-01,,,,,,,,,,,,,,,,,,,,,,,,2838.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0,,,,29.0,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2941.0,,,,,,,,,,,,,,,,,,,,,,,,,2838.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0,,,,29.0,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2941.0,,
2020-03-02,,,,,,,,,,,,,,,,,,,,,,,,2873.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.0,,,,34.0,,,,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2996.0,,,,,,,,,,,,,,,,,,,,,,,,,2873.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.0,,,,34.0,,,,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2996.0,,
2020-03-03,,,,,,,,,,,,,,,,,,,,,,,,2915.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.0,,,,52.0,,,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3085.0,,,,,,,,,,,,,,,,,,,,,,,,,2915.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.0,,,,52.0,,,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3085.0,,
2020-03-04,,,,,,,,,,,,,,,,,,,,,,,,2948.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.0,,,,79.0,,,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3160.0,,,,,,,,,,,,,,,,,,,,,,,,,2948.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.0,,,,79.0,,,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3160.0,,
2020-03-05,,,,,,,,,,,,,,,,,,,,,,,,2984.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.0,,,,107.0,,,,,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,3254.0,,,,,,,,,,,,,,,,,,,,,,,,,2984.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.0,,,,107.0,,,,,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,3254.0,,
2020-03-06,,,,,,,,,,,,,,,,,,,,,,,,3016.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.0,,,,148.0,,,,,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,3347.0,,,,,,,,,,,,,,,,,,,,,,,,,3016.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.0,,,,148.0,,,,,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,3347.0,,
2020-03-07,,,,,,,,,,,,,,,,,,,,,,,,3045.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.0,,,,197.0,,,,,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,,3459.0,,,,,,,,,,,,,,,,,,,,,,,,,3045.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.0,,,,197.0,,,,,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,,3459.0,,
2020-03-08,,,,,,,,,,,,,,,,,,,,,,,,3073.0,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,145.0,,,,233.0,,,,,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,17.0,,,,,,,3558.0,,,,,,,,,,,,,,,,,,,,,,,,,3073.0,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,145.0,,,,233.0,,,,,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,17.0,,,,,,,3558.0,,
2020-03-09,,,,,,,,,,,,,,,,,,,,,,,,3101.0,,,,,,,,,,,,,,,,,,,19.0,,,,,,,,,,,,,,,,194.0,,,,366.0,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,,,,,,,,,,,21.0,,,,,,,3801.0,,,,,,,,,,,,,,,,,,,,,,,,,3101.0,,,,,,,,,,,,,,,,,,,19.0,,,,,,,,,,,,,,,,194.0,,,,366.0,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,,,,,,,,,,,21.0,,,,,,,3801.0,,
2020-03-10,,,,,,,,,,,,,,,,,,,,,,,,3124.0,,,,,,,,,,,,,,,,,,,19.0,,,,,,,,,,,,,,,,237.0,,,,463.0,,10.0,,,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,,,,,,,,,,,22.0,,,,,,,3987.0,,,,,,,,,,,,,,,,,,,,,,,,,3124.0,,,,,,,,,,,,,,,,,,,19.0,,,,,,,,,,,,,,,,237.0,,,,463.0,,10.0,,,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,,,,,,,,,,,22.0,,,,,,,3987.0,,
2020-03-11,,,,,,,,,,,,,,,,,,,,,,,,3140.0,,,,,,,,,,,,,,,,,,,33.0,,,,,,,,,,,,,,,,291.0,,,,631.0,,10.0,,,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,,,,,,,,,,,28.0,,,,,,,4263.0,,,,,,,,,,,,,,,,,,,,,,,,,3140.0,,,,,,,,,,,,,,,,,,,33.0,,,,,,,,,,,,,,,,291.0,,,,631.0,,10.0,,,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,,,,,,,,,,,28.0,,,,,,,4263.0,,
2020-03-12,,,,,,,,,,,,,,,,,,,,,,,,3162.0,,,,,,,,,,,,,,,,,,,48.0,,,,,,,,,,,,,,,,354.0,,,,827.0,,15.0,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.0,,,,,,,,,,,36.0,,,,,,,4614.0,,,,,,,,,,,,,,,,,,,,,,,,,3162.0,,,,,,,,,,,,,,,,,,,48.0,,,,,,,,,,,,,,,,354.0,,,,827.0,,15.0,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.0,,,,,,,,,,,36.0,,,,,,,4614.0,,
2020-03-13,,,,,,,,,,,,,,,,,,,,,,,,3173.0,,,,,,,,,,,,,,,,,,,48.0,,,,,,,,,,,,,,,,429.0,,,,1016.0,,16.0,,,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.0,,,,,,,,,,,42.0,,,,,,,4912.0,,,,,,,,,,,,,,,,,,,,,,,,,3173.0,,,,,,,,,,,,,,,,,,,48.0,,,,,,,,,,,,,,,,429.0,,,,1016.0,,16.0,,,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.0,,,,,,,,,,,42.0,,,,,,,4912.0,,
2020-03-14,,,,,,,,,,,,,,,,,,,,,,,,3181.0,,,,,,,,,,,,,,,,,,,79.0,,,,,,,,,,,,,,,,514.0,,,,1266.0,,19.0,,,66.0,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.0,,,,11.0,,,,,,,50.0,,,10.0,,,,5409.0,,,,,,,,,,,,,,,,,,,,,,,,,3181.0,,,,,,,,,,,,,,,,,,,79.0,,,,,,,,,,,,,,,,514.0,,,,1266.0,,19.0,,,66.0,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.0,,,,11.0,,,,,,,50.0,,,10.0,,,,5409.0,,
2020-03-15,,,,,,,,,,,,,,,,,,,,,,,,3194.0,,,,,,,,,,,,,,,,,,,91.0,,,,,,,,,,,,,,,,611.0,10.0,,,1441.0,,22.0,,,72.0,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.0,,,,13.0,,,,,,,60.0,,,28.0,,,,5832.0,,,,,,,,,,,,,,,,,,,,,,,,,3194.0,,,,,,,,,,,,,,,,,,,91.0,,,,,,,,,,,,,,,,611.0,10.0,,,1441.0,,22.0,,,72.0,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.0,,,,13.0,,,,,,,60.0,,,28.0,,,,5832.0,,
2020-03-16,,,,,,,,,,,,,,,,,,,,,,,,3204.0,,,,,,,,,,,,,,,,,,,91.0,,,11.0,,,,,,,,,,,,,724.0,10.0,,,1809.0,,22.0,,,75.0,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,289.0,,,,14.0,,,,,,,74.0,,,43.0,,,,6473.0,,,,,,,,,,,,,,,,,,,,,,,,,3204.0,,,,,,,,,,,,,,,,,,,91.0,,,11.0,,,,,,,,,,,,,724.0,10.0,,,1809.0,,22.0,,,75.0,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,289.0,,,,14.0,,,,,,,74.0,,,43.0,,,,6473.0,,
2020-03-17,,,,,,,,,,,,,,,,,,,,,,,,3218.0,,,,,,,,,,,,,,,,,,,149.0,,,17.0,,,,,,,,,,,,,853.0,10.0,,,2158.0,,27.0,,,75.0,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,342.0,,,,14.0,,,,,,,100.0,,,66.0,,,,7151.0,,,,,,,,,,,,,,,,,,,,,,,,,3218.0,,,,,,,,,,,,,,,,,,,149.0,,,17.0,,,,,,,,,,,,,853.0,10.0,,,2158.0,,27.0,,,75.0,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,342.0,,,,14.0,,,,,,,100.0,,,66.0,,,,7151.0,,
2020-03-18,,,,,,,,,,,,,,10.0,,,,,,,,,,3231.0,,,,,,,,,,,,,,,,,,,149.0,,,24.0,,,,,,,,,,,,,988.0,11.0,,,2503.0,,29.0,,,81.0,,,,,,,,,,,,,,,,,43.0,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,533.0,,,,27.0,,,,,,,134.0,,,82.0,,,,7957.0,,,,,,,,,,,,,,,10.0,,,,,,,,,,3231.0,,,,,,,,,,,,,,,,,,,149.0,,,24.0,,,,,,,,,,,,,988.0,11.0,,,2503.0,,29.0,,,81.0,,,,,,,,,,,,,,,,,43.0,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,533.0,,,,27.0,,,,,,,134.0,,,82.0,,,,7957.0,,
2020-03-19,,,,,,,,,,,,,,14.0,,,,,,,,,,3242.0,,,,,,,,,,,,,,,,,,,149.0,,,28.0,,,,,,,,,,,,19.0,1135.0,12.0,,,2978.0,,29.0,,,84.0,,,,,,,,,,,,,,,,,58.0,,,,,,,,,,,,19.0,,,,,,11.0,,,,,,,,,,,,623.0,,,10.0,28.0,,,,,,,165.0,,,116.0,,,,8824.0,,,,,,,,,,,,,,,14.0,,,,,,,,,,3242.0,,,,,,,,,,,,,,,,,,,149.0,,,28.0,,,,,,,,,,,,19.0,1135.0,12.0,,,2978.0,,29.0,,,84.0,,,,,,,,,,,,,,,,,58.0,,,,,,,,,,,,19.0,,,,,,11.0,,,,,,,,,,,,623.0,,,10.0,28.0,,,,,,,165.0,,,116.0,,,,8824.0,,
2020-03-20,,,,,,,,,,,,,,21.0,,,,,,,,,,3250.0,,,,,,,,,,,,,,,,,,,244.0,,,44.0,,,,,,,,,,,,25.0,1284.0,13.0,,,3405.0,,29.0,,,91.0,,,,,,,,,,,,,,,,,77.0,,,,,,,,,,,,17.0,,,,,,11.0,,,,,,,,,,,,830.0,,,11.0,41.0,,,,,,,259.0,,,159.0,,,,9947.0,,,,,,,,,,,,,,,21.0,,,,,,,,,,3250.0,,,,,,,,,,,,,,,,,,,244.0,,,44.0,,,,,,,,,,,,25.0,1284.0,13.0,,,3405.0,,29.0,,,91.0,,,,,,,,,,,,,,,,,77.0,,,,,,,,,,,,17.0,,,,,,11.0,,,,,,,,,,,,830.0,,,11.0,41.0,,,,,,,259.0,,,159.0,,,,9947.0,,
2020-03-21,,,11.0,,,,,,,,,,,37.0,,,11.0,,,,12.0,,,3255.0,,,,,,,,,,,,,,,,,,,451.0,,,67.0,,,,,,,,,,,,32.0,1433.0,17.0,,,4032.0,,33.0,,,94.0,,,,,,,,,,,,,,,,,107.0,,,,,,,,,,,,18.0,,,,,,14.0,,,,,,,,,,,,1043.0,,,16.0,54.0,,,,,,,350.0,,,195.0,,,,11423.0,,,,11.0,,,,,,,,,,,37.0,,,11.0,,,,12.0,,,3255.0,,,,,,,,,,,,,,,,,,,451.0,,,67.0,,,,,,,,,,,,32.0,1433.0,17.0,,,4032.0,,33.0,,,94.0,,,,,,,,,,,,,,,,,107.0,,,,,,,,,,,,18.0,,,,,,14.0,,,,,,,,,,,,1043.0,,,16.0,54.0,,,,,,,350.0,,,195.0,,,,11423.0,,
2020-03-22,,,15.0,,,,,,,,,,,67.0,,,15.0,,,,19.0,,,3261.0,,,,,,,,13.0,,,,,10.0,,,,,,563.0,,,84.0,,13.0,,,,,,,,,,38.0,1556.0,17.0,,,4825.0,,35.0,,,102.0,,,,,,,,,,,,,,,,,137.0,,,,,,,,,,,,19.0,,12.0,,,,20.0,,,,,,,,,,,,1375.0,,,20.0,75.0,,,,,,,442.0,,,251.0,,,,13125.0,,,,15.0,,,,,,,,,,,67.0,,,15.0,,,,19.0,,,3261.0,,,,,,,,13.0,,,,,10.0,,,,,,563.0,,,84.0,,13.0,,,,,,,,,,38.0,1556.0,17.0,,,4825.0,,35.0,,,102.0,,,,,,,,,,,,,,,,,137.0,,,,,,,,,,,,19.0,,12.0,,,,20.0,,,,,,,,,,,,1375.0,,,20.0,75.0,,,,,,,442.0,,,251.0,,,,13125.0,,
2020-03-23,,,17.0,,,,,16.0,,,,,,75.0,,,25.0,,,,21.0,,,3276.0,,,,,,,,13.0,,,,14.0,14.0,,,,,,676.0,,,94.0,,15.0,,,,,,,,,,48.0,1685.0,20.0,,,5476.0,,41.0,,,111.0,,,,,,,,,10.0,,,,,,,,180.0,,,,,,,,,,,,25.0,,14.0,,,,20.0,,,,,,,,,,,,1772.0,,,21.0,98.0,,,,,,30.0,587.0,,,286.0,,,,14826.0,,,,17.0,,,,,16.0,,,,,,75.0,,,25.0,,,,21.0,,,3276.0,,,,,,,,13.0,,,,14.0,14.0,,,,,,676.0,,,94.0,,15.0,,,,,,,,,,48.0,1685.0,20.0,,,5476.0,,41.0,,,111.0,,,,,,,,,10.0,,,,,,,,180.0,,,,,,,,,,,,25.0,,14.0,,,,20.0,,,,,,,,,,,,1772.0,,,21.0,98.0,,,,,,30.0,587.0,,,286.0,,,,14826.0,,
2020-03-24,,,17.0,,,,,21.0,,,,,,88.0,,,34.0,,,,25.0,,,3276.0,,,,,,,,24.0,,,,18.0,19.0,,,,,,862.0,,,123.0,,17.0,,,,,,,,,10.0,49.0,1812.0,23.0,,,6077.0,,42.0,,,111.0,,,,,,,,,14.0,,,,,,,,214.0,,,,,,10.0,,,,,,33.0,,23.0,,,,20.0,,,,,,,,,,,,2311.0,,,25.0,120.0,,,,,,37.0,786.0,,,360.0,,,,16759.0,,,,17.0,,,,,21.0,,,,,,88.0,,,34.0,,,,25.0,,,3276.0,,,,,,,,24.0,,,,18.0,19.0,,,,,,862.0,,,123.0,,17.0,,,,,,,,,10.0,49.0,1812.0,23.0,,,6077.0,,42.0,,,111.0,,,,,,,,,14.0,,,,,,,,214.0,,,,,,10.0,,,,,,33.0,,23.0,,,,20.0,,,,,,,,,,,,2311.0,,,25.0,120.0,,,,,,37.0,786.0,,,360.0,,,,16759.0,,
2020-03-25,,,19.0,,,,,28.0,,,,,,122.0,,,46.0,,,,26.0,,,3283.0,,,,,,,,32.0,10.0,,,27.0,20.0,,,,,,1102.0,,,157.0,,20.0,,,,,,,,,10.0,55.0,1934.0,27.0,,,6820.0,,43.0,,,120.0,,,,,,,,,16.0,,,,,,,,277.0,,,,,,12.0,,,,,,35.0,10.0,33.0,,11.0,,21.0,,,,,,,,,,,,2808.0,,,36.0,122.0,,,,,,44.0,1011.0,,,509.0,,,,19017.0,,,,19.0,,,,,28.0,,,,,,122.0,,,46.0,,,,26.0,,,3283.0,,,,,,,,32.0,10.0,,,27.0,20.0,,,,,,1102.0,,,157.0,,20.0,,,,,,,,,10.0,55.0,1934.0,27.0,,,6820.0,,43.0,,,120.0,,,,,,,,,16.0,,,,,,,,277.0,,,,,,12.0,,,,,,35.0,10.0,33.0,,11.0,,21.0,,,,,,,,,,,,2808.0,,,36.0,122.0,,,,,,44.0,1011.0,,,509.0,,,,19017.0,,
2020-03-26,,,21.0,,,,,30.0,,,,,,178.0,,,59.0,,,,30.0,,,3287.0,,,,,,,,34.0,10.0,,10.0,28.0,21.0,,,,,,1333.0,,,206.0,,22.0,,,,,,,10.0,,12.0,58.0,2077.0,29.0,,,7503.0,,45.0,,,126.0,,,,,,,,,20.0,,,,,,,,357.0,,,,,,14.0,,,,,,38.0,14.0,43.0,,17.0,,21.0,,,,,,,,,,,,3647.0,,,62.0,153.0,,,,,,59.0,1320.0,,,695.0,,,,21789.0,,,,21.0,,,,,30.0,,,,,,178.0,,,59.0,,,,30.0,,,3287.0,,,,,,,,34.0,10.0,,10.0,28.0,21.0,,,,,,1333.0,,,206.0,,22.0,,,,,,,10.0,,12.0,58.0,2077.0,29.0,,,7503.0,,45.0,,,126.0,,,,,,,,,20.0,,,,,,,,357.0,,,,,,14.0,,,,,,38.0,14.0,43.0,,17.0,,21.0,,,,,,,,,,,,3647.0,,,62.0,153.0,,,,,,59.0,1320.0,,,695.0,,,,21789.0,,
2020-03-27,,,25.0,,,,13.0,49.0,,,,,,220.0,,,77.0,,,,38.0,,,3293.0,,,,,,,,41.0,10.0,,10.0,34.0,24.0,,,,,,1698.0,,,267.0,,26.0,,,,,,,10.0,,20.0,78.0,2234.0,36.0,19.0,,8215.0,,47.0,,,131.0,,,,,,,,,23.0,,,,,,11.0,,435.0,,,,,,14.0,,,,,,45.0,16.0,60.0,,23.0,,21.0,,,,,,,,,,,,4365.0,,,77.0,191.0,,,,,,75.0,1726.0,,,879.0,,,,24788.0,,,,25.0,,,,13.0,49.0,,,,,,220.0,,,77.0,,,,38.0,,,3293.0,,,,,,,,41.0,10.0,,10.0,34.0,24.0,,,,,,1698.0,,,267.0,,26.0,,,,,,,10.0,,20.0,78.0,2234.0,36.0,19.0,,8215.0,,47.0,,,131.0,,,,,,,,,23.0,,,,,,11.0,,435.0,,,,,,14.0,,,,,,45.0,16.0,60.0,,23.0,,21.0,,,,,,,,,,,,4365.0,,,77.0,191.0,,,,,,75.0,1726.0,,,879.0,,,,24788.0,,
2020-03-28,,,26.0,,13.0,,13.0,58.0,,,,,,289.0,,,92.0,,,,54.0,,,3298.0,,,,,,,,52.0,10.0,,20.0,36.0,30.0,,,,,,1997.0,,,342.0,,28.0,,,,,,,10.0,,20.0,87.0,2378.0,40.0,22.0,12.0,9134.0,,49.0,,,139.0,,,,,,,,15.0,26.0,,,,12.0,,23.0,,547.0,,,,,,19.0,,11.0,,,11.0,54.0,16.0,76.0,,26.0,,21.0,,,,,,,,,,,,5138.0,,,105.0,231.0,,,,,,92.0,2269.0,,,1163.0,,,,28292.0,,,,26.0,,13.0,,13.0,58.0,,,,,,289.0,,,92.0,,,,54.0,,,3298.0,,,,,,,,52.0,10.0,,20.0,36.0,30.0,,,,,,1997.0,,,342.0,,28.0,,,,,,,10.0,,20.0,87.0,2378.0,40.0,22.0,12.0,9134.0,,49.0,,,139.0,,,,,,,,15.0,26.0,,,,12.0,,23.0,,547.0,,,,,,19.0,,11.0,,,11.0,54.0,16.0,76.0,,26.0,,21.0,,,,,,,,,,,,5138.0,,,105.0,231.0,,,,,,92.0,2269.0,,,1163.0,,,,28292.0,,
2020-03-29,,10.0,29.0,,18.0,,14.0,68.0,,,,,,353.0,,,111.0,,11.0,,61.0,,,3301.0,,,,,,,11.0,65.0,10.0,,28.0,48.0,36.0,,,,,,2317.0,,,433.0,,32.0,,,,,,,11.0,,24.0,102.0,2517.0,42.0,36.0,12.0,10023.0,,52.0,,,144.0,,,,,,,,18.0,27.0,,,,16.0,,25.0,,640.0,,,,,,23.0,,12.0,14.0,,16.0,68.0,18.0,100.0,,37.0,,22.0,,,,10.0,,,,,,,,5982.0,,,105.0,264.0,,,,,,108.0,2744.0,,,1457.0,,,,31811.0,,,10.0,29.0,,18.0,,14.0,68.0,,,,,,353.0,,,111.0,,11.0,,61.0,,,3301.0,,,,,,,11.0,65.0,10.0,,28.0,48.0,36.0,,,,,,2317.0,,,433.0,,32.0,,,,,,,11.0,,24.0,102.0,2517.0,42.0,36.0,12.0,10023.0,,52.0,,,144.0,,,,,,,,18.0,27.0,,,,16.0,,25.0,,640.0,,,,,,23.0,,12.0,14.0,,16.0,68.0,18.0,100.0,,37.0,,22.0,,,,10.0,,,,,,,,5982.0,,,105.0,264.0,,,,,,108.0,2744.0,,,1457.0,,,,31811.0,,
2020-03-30,,10.0,31.0,,19.0,,16.0,86.0,,,,,,431.0,,,136.0,,12.0,,64.0,,,3306.0,10.0,,,,,,16.0,72.0,10.0,,39.0,58.0,40.0,,,,,11.0,2611.0,,,533.0,,38.0,,,,,,,13.0,,27.0,114.0,2640.0,42.0,46.0,15.0,10779.0,,54.0,,,152.0,,,,,10.0,,,21.0,35.0,,,,20.0,,26.0,,772.0,,,,,,25.0,,14.0,17.0,,18.0,71.0,22.0,119.0,,43.0,,22.0,,,,13.0,,,,11.0,,,,6803.0,,,110.0,300.0,,,,,,131.0,3420.0,10.0,,1672.0,,,,35323.0,,,10.0,31.0,,19.0,,16.0,86.0,,,,,,431.0,,,136.0,,12.0,,64.0,,,3306.0,10.0,,,,,,16.0,72.0,10.0,,39.0,58.0,40.0,,,,,11.0,2611.0,,,533.0,,38.0,,,,,,,13.0,,27.0,114.0,2640.0,42.0,46.0,15.0,10779.0,,54.0,,,152.0,,,,,10.0,,,21.0,35.0,,,,20.0,,26.0,,772.0,,,,,,25.0,,14.0,17.0,,18.0,71.0,22.0,119.0,,43.0,,22.0,,,,13.0,,,,11.0,,,,6803.0,,,110.0,300.0,,,,,,131.0,3420.0,10.0,,1672.0,,,,35323.0,,
2020-03-31,,11.0,35.0,,23.0,,17.0,108.0,,,,,,513.0,,10.0,159.0,,12.0,,80.0,,,3313.0,12.0,,,,,,23.0,77.0,10.0,,42.0,60.0,41.0,,,,,13.0,3030.0,,,645.0,,43.0,,,,,,,15.0,,32.0,122.0,2757.0,46.0,54.0,16.0,11591.0,,54.0,,,158.0,,,,,11.0,,,22.0,37.0,,,,28.0,,33.0,,865.0,,,,,,32.0,,21.0,24.0,,24.0,78.0,31.0,140.0,,65.0,,25.0,,,,16.0,,,,11.0,,,,7716.0,,,146.0,359.0,,,,,,168.0,4196.0,13.0,,2046.0,,,,39443.0,,,11.0,35.0,,23.0,,17.0,108.0,,,,,,513.0,,10.0,159.0,,12.0,,80.0,,,3313.0,12.0,,,,,,23.0,77.0,10.0,,42.0,60.0,41.0,,,,,13.0,3030.0,,,645.0,,43.0,,,,,,,15.0,,32.0,122.0,2757.0,46.0,54.0,16.0,11591.0,,54.0,,,158.0,,,,,11.0,,,22.0,37.0,,,,28.0,,33.0,,865.0,,,,,,32.0,,21.0,24.0,,24.0,78.0,31.0,140.0,,65.0,,25.0,,,,16.0,,,,11.0,,,,7716.0,,,146.0,359.0,,,,,,168.0,4196.0,13.0,,2046.0,,,,39443.0,,
